index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,reasoning,attribute_scores,emotions,romance_topics,party_club,violence,politics_religion,success_money,family,slang_usage,formal_language,profanity,intensifiers,hedges,first_person,second_person,third_person,confidence,doubt_uncertainty,politeness,aggression_toxicity,cultural_references
838,Sikam Szampan,Mr. Polska,male,europe,spotify,Male,North America,"1. First I noticed the heavy use of first-person pronouns ('I,' 'me,' 'my') and a focus on personal experiences, often related to wealth and risky behavior. 2. Then I observed the explicit and aggressive language, including profanity and references to violence and drug use, which is more commonly associated with male artists in certain genres. 3. This led me to conclude that the artist is likely male and operating within a North American cultural context, given the slang and references.","{'emotions': 7, 'romance_topics': 8, 'party_club': 8, 'violence': 7, 'politics_religion': 3, 'success_money': 9, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 9, 'intensifiers': 6, 'hedges': 1, 'first_person': 10, 'second_person': 6, 'third_person': 3, 'confidence': 7, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 8, 'cultural_references': 8}",7,8,8,7,3,9,1,8,1,9,6,1,10,6,3,7,3,1,8,8
839,Keep Your Head Up,Ben Howard,male,europe,spotify,Male,North America,"1. First I noticed the introspective and melancholic tone, frequently using phrases like 'cut my mind,' 'blind,' and 'searchin for me,' which are common in male singer-songwriter narratives. 2. Then I observed the use of imagery related to nature ('mountain,' 'tide,' 'wind,' 'sun,' 'wild flowers') and a focus on personal growth and resilience ('keep your head up,' 'keep your heart strong'). This aligns with a North American, particularly indie/folk style. 3. This led me to conclude the artist is likely a male from North America, given the lyrical themes and style.","{'emotions': 8, 'romance_topics': 6, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 3, 'slang_usage': 3, 'formal_language': 2, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 9, 'second_person': 3, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 6, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 4}",8,6,1,1,1,2,3,3,2,1,4,1,9,3,4,5,6,2,1,4
840,Happy Hours - Remix,John De Sohn,male,europe,spotify,Male,North America,"1. First I noticed a strong use of first-person pronouns ('I', 'me', 'my') and second-person pronouns ('you', 'your'), indicating a personal and potentially confrontational lyrical style often found in male artists. 2. Then I observed the themes of seeking clarity, frustration with a relationship, and a desire for immediate gratification ('happy hours'). This aligns with common themes explored in contemporary male pop/hip-hop. 3. This led me to conclude that the artist is likely male and originates from North America, given the prevalence of these lyrical patterns and themes in that region's music.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
841,Fool (If You Think It's Over),Chris Rea,male,europe,spotify,Female,North America,"1. First I noticed the prevalence of emotional language, particularly related to heartbreak and loss, which is frequently expressed by female artists. 2. Then I observed the repetitive use of 'fool' and the direct address ('tell you why'), suggesting a conversational and potentially confessional style, common in female singer-songwriters. 3. This led me to conclude that the artist is likely female, and the lyrical content and phrasing suggest a North American origin, leaning towards pop or alternative styles prevalent in that region.","{'emotions': 9, 'romance_topics': 10, 'party_club': 2, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 4, 'formal_language': 1, 'profanity': 2, 'intensifiers': 4, 'hedges': 1, 'first_person': 6, 'second_person': 8, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 3}",9,10,2,1,1,3,1,4,1,2,4,1,6,8,4,5,4,1,2,3
842,"Loca People (What the F**k!"") - Radio Edit",Sak Noel,male,europe,spotify,Male,North America,"1. First I noticed the frequent use of informal language and profanity ('what the fuck'), which is more common in male-dominated genres. 2. Then I observed the themes of partying and nightlife, often associated with male artists in popular music. The inclusion of Spanish phrases ('la gente está muy loca', 'viva la fiesta') suggests a North American artist drawing on experiences abroad. 3. This led me to conclude that the artist is likely male and originates from North America.","{'emotions': 7, 'romance_topics': 1, 'party_club': 9, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 8, 'intensifiers': 3, 'hedges': 1, 'first_person': 6, 'second_person': 1, 'third_person': 4, 'confidence': 4, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 7}",7,1,9,1,1,3,1,6,1,8,3,1,6,1,4,4,2,1,5,7
843,Anywhere u go,Tove Lo,female,europe,spotify,Female,North America,"1. First I noticed the frequent use of first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you,' 'your'), suggesting a focus on personal relationships and direct address, a common trait in contemporary pop music often associated with female artists. 2. Then I observed the lyrical themes revolving around young love, feeling lost and disconnected ('this is not home'), and a desire for connection ('follow you anywhere'). The references to partying and potentially substance use ('get high by the beach,' 'too drunk to drive') align with popular music trends. 3. This led me to conclude that the artist is likely female, given the emotional vulnerability and relational focus, and originates from North America, considering the slang and contemporary themes.","{'emotions': 8, 'romance_topics': 9, 'party_club': 6, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 3, 'intensifiers': 6, 'hedges': 3, 'first_person': 9, 'second_person': 8, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 6, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 4}",8,9,6,1,1,2,1,7,1,3,6,3,9,8,2,5,6,2,1,4
844,Golden Green,Agnes Obel,female,europe,spotify,Male,North America,"1. First I noticed the heavy use of first-person pronouns ('I,' 'me,' 'my') combined with a focus on intense emotions and a yearning for connection, which is often found in male-dominated genres like alternative rock or pop. 2. Then I observed the prevalence of slang and colloquialisms ('coming at it,' 'scorch the earth'), alongside a degree of profanity, suggesting a contemporary and somewhat informal style. 3. This led me to conclude that the artist is likely a male from North America, given the lyrical themes and language choices.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
845,We Ain't Feeling Time,FKJ,male,europe,spotify,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I,' 'me,' 'my') combined with second-person pronouns ('you,' 'your'), suggesting a narrative focused on a relationship. 2. Then I observed the informal language and slang ('damn time') and the emotional vulnerability expressed in the lyrics, which is often associated with male artists exploring themes of love and loss. 3. This led me to conclude that the artist is likely male and operates within a North American cultural context, given the linguistic patterns and thematic content.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
846,Fade Into Darkness - Vocal Radio Mix,Avicii,male,europe,spotify,Male,North America,"1. First I noticed a strong emphasis on reassurance and protection, often directed towards a 'you,' which is a common trope in male-driven romantic narratives. The language is relatively straightforward and lacks complex poetic devices often employed by female artists. 2. Then I observed the frequent use of first-person pronouns ('we') alongside second-person pronouns ('you'), suggesting a close, supportive relationship. The overall tone is comforting and protective, aligning with common themes in male-dominated popular music. 3. This led me to conclude that the artist is likely male and hails from North America, given the accessible language and prevalent themes within the region's music culture.","{'emotions': 8, 'romance_topics': 7, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 2, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 9, 'second_person': 7, 'third_person': 1, 'confidence': 6, 'doubt_uncertainty': 3, 'politeness': 4, 'aggression_toxicity': 1, 'cultural_references': 2}",8,7,1,1,1,1,1,3,2,1,4,1,9,7,1,6,3,4,1,2
847,The Only Way Is Up - Radio Edit,Martin Garrix,male,europe,spotify,Male,North America,"1. The repetitive nature and nonsensical phrases suggest a playful, almost childish style often found in male artists experimenting with sound and rhythm. 2. The use of the word 'pecan' repeatedly, and the overall playful tone, points towards a North American origin, specifically referencing a regional food item. 3. This led me to conclude that the artist is likely male and from North America.","{'emotions': 3, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 1, 'profanity': 1, 'intensifiers': 1, 'hedges': 1, 'first_person': 1, 'second_person': 1, 'third_person': 1, 'confidence': 2, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 4}",3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,4
848,Everything (feat. John Legend),Ella Mai,female,europe,spotify,Female,North America,"1. First I noticed the frequent use of first-person pronouns ('I,' 'my') combined with second-person pronouns ('you,' 'your'), suggesting a focus on a personal relationship. 2. Then I observed themes of vulnerability and trust issues, expressed through phrases like 'never been good at trusting' and 'lyin'. This, along with the emphasis on emotional connection and dependence, is commonly found in female-driven narratives. 3. This led me to conclude that the artist is likely female, and the language patterns align with contemporary North American music trends.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 3, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 8, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 6, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 4}",8,9,1,1,1,3,1,7,1,3,4,1,10,8,2,5,6,2,1,4
849,You're Beautiful,James Blunt,male,europe,spotify,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I,' 'me,' 'my') and a focus on personal feelings and observations, which is often associated with male artists in popular music. 2. Then I observed the lyrical content revolving around romantic longing and fleeting encounters, with a conversational and somewhat casual tone, typical of North American songwriting. The slang 'fucking high' further supports this. 3. This led me to conclude that the artist is likely male and originates from North America, given the combination of personal narrative, romantic themes, and informal language.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 5, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 7, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 3}",8,9,1,1,1,1,1,6,2,4,4,1,10,5,2,5,7,1,2,3
850,Clarity,Zedd,male,europe,spotify,Female,North America,"1. First I noticed a strong emphasis on personal feelings and internal conflict, particularly regarding a relationship, which is often more prevalent in female artists. 2. Then I observed the use of metaphors like 'frozen waves,' 'red parade,' and 'glass' combined with emotional language ('selfish pain,' 'tragedy,' 'insanity') suggesting a narrative style common in North American pop music. 3. This led me to conclude that the artist is likely female and originates from North America, given the lyrical content and stylistic choices.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 2, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 1, 'profanity': 1, 'intensifiers': 6, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 1, 'confidence': 4, 'doubt_uncertainty': 7, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 3}",9,10,1,2,1,1,1,4,1,1,6,1,8,6,1,4,7,1,2,3
851,Can I Be Him,James Arthur,male,europe,spotify,Male,North America,"1. First I noticed a strong emphasis on longing and vulnerability, expressed through repetitive questioning ('Can I be him?', 'Will you be there?'). This emotional style is often associated with male artists exploring romantic insecurity. 2. Then I observed the frequent use of first-person pronouns ('I', 'me', 'my') combined with second-person pronouns ('you', 'your'), indicating a direct and personal address to a romantic interest. The slang usage ('do not deserve') and relatively informal language further support a North American origin. 3. This led me to conclude that the artist is likely male and originates from North America, given the combination of emotional expression, pronoun usage, and linguistic style.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
852,Gothersgade,Artigeardit,male,europe,spotify,Male,North America,"1. First I noticed the heavy use of first-person pronouns ('I', 'me', 'my') and a conversational, almost boastful tone, common in male rap lyrics. 2. Then I observed the slang usage ('Huncho Jack', 'skunk', 'B', 'Sprite', 'Prince Light') and references to drugs ('Xanax'), which are frequently found in North American hip-hop. 3. This led me to conclude that the artist is likely a male rapper from North America, given the linguistic patterns and cultural references present in the lyrics.","{'emotions': 7, 'romance_topics': 8, 'party_club': 7, 'violence': 4, 'politics_religion': 1, 'success_money': 6, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 7, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 6, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 8}",7,8,7,4,1,6,1,8,1,7,4,1,10,6,2,7,1,1,6,8
853,Lights On,Izzy Bizu,female,europe,spotify,Female,North America,"1. First I noticed the frequent use of first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you,' 'your'), indicating a focus on personal experience and interaction. 2. Then I observed the lyrical content revolving around desire, power dynamics, and a somewhat assertive, unapologetic tone. The slang and profanity further suggest a contemporary, possibly urban style. 3. This led me to conclude that the artist is likely female, given the themes and delivery, and operates within a North American cultural context due to the slang and contemporary phrasing.","{'emotions': 8, 'romance_topics': 9, 'party_club': 4, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 5, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 8, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 4}",8,9,4,1,1,3,1,7,1,5,4,1,10,8,2,7,3,1,4,4
854,Crying In The Sun,Faustix,male,europe,spotify,Male,North America,"1. First I noticed the frequent use of informal language and slang like 'moonshine,' 'nicotine,' and references to driving in a shopping cart, suggesting a casual, potentially youthful speaker. 2. Then I observed the themes of youthful rebellion, reckless behavior, and a nostalgic longing for past experiences, often associated with male narratives. The focus on a romantic relationship and its complexities further points towards a male perspective. 3. This led me to conclude that the artist is likely male and originates from North America, given the cultural references and linguistic style.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
855,Heaven,Avicii,male,europe,spotify,Male,North America,"1. First I noticed a significant use of first-person pronouns ('I', 'me', 'my') and second-person pronouns ('you', 'your'), indicating a personal and possibly confrontational dynamic. 2. Then I observed the lyrical content revolves around intense emotions, particularly love and a sense of being 'beaten and broken up' followed by a feeling of rebirth or salvation ('going to heaven'). The use of slang like 'drug' in a non-literal sense also points towards a contemporary style. 3. This led me to conclude that the artist is likely male, given the emotionally raw and slightly aggressive tone, and originates from North America, considering the slang and contemporary lyrical style.","{'emotions': 8, 'romance_topics': 9, 'party_club': 2, 'violence': 3, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 3, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 8, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 3}",8,9,2,3,1,1,1,6,1,3,4,1,10,8,2,5,2,1,4,3
856,Heroes (we could be),Alesso,male,europe,spotify,Male,North America,"1. First I noticed the frequent use of informal language and slang, such as 'be one of them' and the repetition of phrases, which is common in contemporary North American music. 2. Then I observed a strong emphasis on 'I' and 'you' pronouns, indicating a personal and intimate narrative, often found in male-dominated genres like hip-hop or pop. 3. This led me to conclude that the artist is likely male and originates from North America, given the linguistic patterns and themes present in the lyrics.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
857,Te Quiero un Poco,Carlos Sadness,male,europe,spotify,Male,North America,"1. First I noticed the use of colloquial language and phrasing like 'pretty people only drink horchata' and 'name your Chihuahua after me,' which is common in North American vernacular. 2. Then I observed the frequent use of first-person pronouns ('I,' 'me,' 'my') and direct address ('you,' 'Darling'), suggesting a personal and conversational style often associated with male artists. 3. This led me to conclude that the artist is likely male and originates from North America.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
858,goodbye,updog,male,europe,spotify,Male,North America,"1. First I noticed a significant use of first-person pronouns ('I', 'me', 'my') and introspective language reflecting internal struggles, which is often associated with male artists exploring vulnerability. 2. Then I observed themes of isolation, betrayal, and overcoming adversity, common in narratives of personal growth frequently found in North American music. 3. This led me to conclude the artist is likely male and originates from North America, given the lyrical content and style.","{'emotions': 8, 'romance_topics': 3, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 2, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 9, 'second_person': 4, 'third_person': 3, 'confidence': 3, 'doubt_uncertainty': 7, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 2}",8,3,1,1,1,1,1,4,2,1,3,1,9,4,3,3,7,1,2,2
859,Bombs Away,Charlotte Gainsbourg,female,europe,spotify,Male,North America,"1. First I noticed the heavy use of violent imagery and a cynical tone, which is often associated with male artists in certain genres. 2. Then I observed the lyrical content referencing historical events (Blitz, Victoria, Gomorrah, Babylon) and geographical locations across Europe (Seine, Thames, Rhine, Amazon), suggesting a familiarity with Western history and culture, aligning with North American exposure. 3. This led me to conclude that the artist is likely male and from North America, given the blend of violent themes, historical references, and a generally dark, cynical worldview.","{'emotions': 7, 'romance_topics': 2, 'party_club': 1, 'violence': 9, 'politics_religion': 6, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 3, 'intensifiers': 4, 'hedges': 1, 'first_person': 7, 'second_person': 1, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 7, 'cultural_references': 8}",7,2,1,9,6,1,1,4,3,3,4,1,7,1,2,5,3,1,7,8
860,george,Arlo Parks,female,europe,spotify,Male,North America,"1. First I noticed a strong emphasis on personal experience and emotional distress conveyed through first-person pronouns ('I', 'me'). The raw, unfiltered language and themes of betrayal and anger are commonly associated with male artists in contemporary music. 2. Then I observed the use of slang ('mf doom') and a conversational, almost stream-of-consciousness style, which aligns with trends in North American hip-hop and rap. The references to specific brands/items (rose quartz, overalls) are also consistent with contemporary North American trends. 3. This led me to conclude that the artist is likely male and originates from North America.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 4, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 4, 'intensifiers': 3, 'hedges': 1, 'first_person': 9, 'second_person': 6, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 5}",8,9,1,4,1,2,1,6,1,4,3,1,9,6,2,5,1,1,6,5
861,A Different Way (with Lauv),DJ Snake,male,europe,spotify,Male,North America,"1. First I noticed the frequent use of second-person pronouns ('you,' 'your') and first-person pronouns ('I,' 'me,' 'my'), suggesting a direct address and a focus on personal experience, which is common in North American pop music. 2. Then I observed the lyrical themes of romance, heartbreak, and reassurance, often with a slightly vulnerable tone. The repetition of 'I swear love you in a different way' indicates a plea for understanding and a desire to offer a new kind of love. 3. This led me to conclude that the artist is likely male, given the emotional vulnerability expressed, and originates from North America, based on the linguistic patterns and thematic conventions.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 5, 'formal_language': 3, 'profanity': 1, 'intensifiers': 6, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 4, 'aggression_toxicity': 1, 'cultural_references': 3}",8,9,1,1,1,2,1,5,3,1,6,2,9,7,2,5,4,4,1,3
862,Who Is Ready To Jump - Original Club Mix,Chuckie,male,europe,spotify,Male,North America,"1. First I noticed the repetitive and energetic phrasing, characteristic of modern hip-hop and electronic music popular in North America. The focus on jumping and raising hands aligns with performance and crowd interaction common in these genres. 2. Then I observed the frequent use of profanity ('f king') which, while present globally, is particularly prevalent in North American popular music, especially in more aggressive or energetic styles. 3. This led me to conclude the artist is likely male, given the assertive and aggressive tone conveyed through the language and the prevalence of such styles among male artists in North America.","{'emotions': 7, 'romance_topics': 1, 'party_club': 8, 'violence': 2, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 4, 'intensifiers': 3, 'hedges': 1, 'first_person': 2, 'second_person': 3, 'third_person': 1, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 2}",7,1,8,2,1,1,1,6,1,4,3,1,2,3,1,7,1,1,3,2
863,Clandestino (feat. Calypso Rose),Manu Chao,male,europe,spotify,Male,Europe,"1. First I noticed the repeated phrases like 'I only go with my sorrow' and the focus on personal struggle and destiny, which is often expressed more readily in male artists. 2. Then I observed the specific references to locations like Ceuta, Gibraltar, and Babylon, alongside the discussion of immigration laws and experiences in Europe. The inclusion of various nationalities (Peruvian, African, Algerian, Nigerian, Bolivian) strongly suggests a European context. 3. This led me to conclude that the artist is likely male and operates within a European cultural and linguistic landscape, reflecting on themes of migration and legal status.","{'emotions': 9, 'romance_topics': 1, 'party_club': 1, 'violence': 2, 'politics_religion': 7, 'success_money': 2, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 2, 'intensifiers': 3, 'hedges': 1, 'first_person': 10, 'second_person': 1, 'third_person': 3, 'confidence': 4, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 8}",9,1,1,2,7,2,1,4,3,2,3,1,10,1,3,4,3,1,4,8
864,Burn,Ellie Goulding,female,europe,spotify,Male,North America,"1. First I noticed a prevalence of repetitive phrases like 'fire,' 'burn,' and 'right now,' which are commonly found in contemporary pop and hip-hop music originating from North America. 2. Then I observed the use of slang terms like 'loco' and the generally informal language style. The frequent use of first-person pronouns ('we') suggests a group dynamic, often associated with male artists. 3. This led me to conclude that the artist is likely male and based in North America, specifically within the popular music scene.","{'emotions': 7, 'romance_topics': 2, 'party_club': 8, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 2, 'intensifiers': 4, 'hedges': 1, 'first_person': 9, 'second_person': 1, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 4}",7,2,8,1,1,3,1,6,1,2,4,1,9,1,2,7,1,1,2,4
865,Perfect,Topic,male,europe,spotify,Female,North America,"1. First I noticed the frequent use of first-person pronouns ('I,' 'me,' 'my') and a focus on self-doubt and insecurity, which is often expressed by female artists in vulnerable narratives. 2. Then I observed the theme of reassurance and acceptance from a partner, suggesting a relationship-focused perspective common in contemporary pop music by female artists. 3. This led me to conclude that the artist is likely female, and given the lyrical style and themes, likely from North America.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 4, 'formal_language': 1, 'profanity': 1, 'intensifiers': 4, 'hedges': 2, 'first_person': 10, 'second_person': 6, 'third_person': 3, 'confidence': 3, 'doubt_uncertainty': 8, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 3}",9,10,1,1,1,2,1,4,1,1,4,2,10,6,3,3,8,2,1,3
866,Stress ohne Grund (feat. Bushido),Shindy,male,europe,spotify,Male,Europe,"1. The lyrics contain strong, aggressive language and boastful statements, often associated with male rap artists. 2. The numerous cultural references (Frank Sinatra, Dean Martin, Wowereit, Media Markt, Serkan Töre, Oli Pocher) are specific to Germany, pointing towards a European origin. 3. The slang and phrasing, while containing some English loanwords, exhibit a distinctly German cadence and vocabulary, further solidifying the European region prediction.","{'emotions': 8, 'romance_topics': 2, 'party_club': 9, 'violence': 9, 'politics_religion': 3, 'success_money': 8, 'family': 1, 'slang_usage': 9, 'formal_language': 1, 'profanity': 10, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 6, 'third_person': 4, 'confidence': 9, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 10, 'cultural_references': 10}",8,2,9,9,3,8,1,9,1,10,4,1,10,6,4,9,1,1,10,10
867,PAY ME BACK!,ILIRA,female,europe,spotify,Female,North America,"1. First I noticed the use of informal language, slang ('ride or die,' 'so rude'), and a generally conversational tone, which is often associated with female artists in popular music. 2. Then I observed the themes of betrayal, financial exploitation, and a sense of being taken advantage of within a romantic relationship. This aligns with narratives frequently explored by female artists addressing power dynamics. 3. This led me to conclude that the artist is likely female and based in North America, given the slang and cultural references present in the lyrics.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 8, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 5, 'intensifiers': 6, 'hedges': 1, 'first_person': 9, 'second_person': 6, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 4}",8,9,1,1,1,8,1,7,1,5,6,1,9,6,2,5,2,1,6,4
